GOOGLE_REVIEWS ID,Business Rating,Business Reviews,Source URL,Business Name,Author Name,Local Guide,Review Text,Review Rating,Review Date,Author URL,Topic Keywords,Topics
133,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Chris  Carpenter,"",went in for teflon tape and not a roll. employees have no clue or care. go to paris instead,1 star,6 months ago,https://www.google.com/maps/contrib/116485635060056412256/reviews?hl=en-CA,[employees],[]
134,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Jennifer  McPherson,"","this store, or at the very least aisle 43, was a disaster! i had looked online for a specific item & it showed 13 in stock, in aisle 43. there was hardly any stock at all, of any sort. what little stock there was was in complete disarray. good luck finding anything.",1 star,10 months ago,https://www.google.com/maps/contrib/106631531007008177672/reviews?hl=en-CA,"[store, online, item, stock, stock, stock, good]","[1, 4]"
135,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Tina  Marie,Local Guide,unhelpful in every way.,1 star,a month ago,https://www.google.com/maps/contrib/114340535985640095316/reviews?hl=en-CA,[],[]
136,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Amanda  Kiff,Local Guide,this location is always clean and has most items in stock- but why is it always so hard to find an employee for help? even after you press the 'help' gadget. it looses points for that. i could go to lowe's and have people swarm me with the touch of a button,4 stars,10 months ago,https://www.google.com/maps/contrib/112251309862040685769/reviews?hl=en-CA,"[location, clean, items, hard, find, people]",[2]
137,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Harold  Haynes,Local Guide,"poor customer service. offered to pay to hold a sale item, they offered to simply hold it till i got there and when i arrived it was sold. they offered no solution.",1 star,11 months ago,https://www.google.com/maps/contrib/117623326060161822748/reviews?hl=en-CA,"[poor, customer, service, sale, item]",[3]
138,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Paul  Johnson,"",fast service awesome!!,5 stars,3 months ago,https://www.google.com/maps/contrib/102275262795545774253/reviews?hl=en-CA,[service],[3]
139,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Miss  Mischief,Local Guide,"rarely have what's advertised, the staff isn't helpful, took 20 minutes for someone to come from the back to help us find a tv in their ad just to roll their eyes and say they don't have that tv. the only good thing about this place is the garden center.",1 star,9 months ago,https://www.google.com/maps/contrib/109220147411320236171/reviews?hl=en-CA,"[staff, helpful, minutes, back, find, good, place]","[2, 4, 3]"
140,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Bruce,Local Guide,i've been in 3 seperate times every time looking for the same part now all they keep telling me is. it's not a part that they can order. in ffs it's a carburetor airfilter it's not hard seeing as napa was able to get them seeing as they have 22 in stock,2 stars,9 months ago,https://www.google.com/maps/contrib/100244943941396940351/reviews?hl=en-CA,"[time, hard, stock]","[1, 2]"
141,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Blake  Edwards,"",selection is good and auto department is very helpful but customer service in the rest of the store could be improved,3 stars,9 months ago,https://www.google.com/maps/contrib/111221185756116030241/reviews?hl=en-CA,"[selection, good, auto, department, helpful, customer, service, store]","[3, 1, 4]"
142,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Edi  Duke,"",i went to get a large box of sealing bags for my machine and they only had small boxes of them. this was the third time i went to get them and they only had small boxes with 22 bags in them,4 stars,6 months ago,https://www.google.com/maps/contrib/113264088065008432093/reviews?hl=en-CA,[time],[2]
143,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Mike  S,Local Guide,"i used to enjoy going to canadian tire. now, much to my chagrin, i only walk in the store when absolutely necessary, or if there is sonething on sale. kinda like that store that starts with...'w'. the original location in brantford years …",2 stars,10 months ago,https://www.google.com/maps/contrib/107285012021075642360/reviews?hl=en-CA,"[canadian, tire, store, sale, store, location, brantford]","[1, 4]"
144,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Jeff  Kesselring,"",very well stocked and courteous,5 stars,5 months ago,https://www.google.com/maps/contrib/101387869189759035814/reviews?hl=en-CA,[],[]
145,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Kenny  Holborn,"",they need more real cashier working cause having two on during the day is not acceptable.,2 stars,10 months ago,https://www.google.com/maps/contrib/115770046034768588218/reviews?hl=en-CA,[],[]
146,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Jenny  Goodman,"",very helpful staff members,4 stars,5 months ago,https://www.google.com/maps/contrib/100902890274685750544/reviews?hl=en-CA,"[helpful, staff]","[2, 4]"
147,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Bogdan  Mitroi,Local Guide,"not so good store,sometimes is impossible to find the price tag for the products and also is hard to find help in the store.",3 stars,3 months ago,https://www.google.com/maps/contrib/118390083911624223885/reviews?hl=en-CA,"[good, find, price, products, hard, find, store]","[2, 1, 4]"
148,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Cindy  Hayhurst,"","our visit today was bad service and bad! staff standing around and joking with each other. when they should be helping the customers. 1 of the staff members was running around trying to get to everyone who did need help, to bad her co-workers didn't help her!",2 stars,6 months ago,https://www.google.com/maps/contrib/108614045523952322791/reviews?hl=en-CA,"[service, staff, customers, staff]","[2, 3]"
149,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Jeff  Stamp,"",was easy to find what ur looking friendly staff,5 stars,8 months ago,https://www.google.com/maps/contrib/112415819292379669159/reviews?hl=en-CA,"[find, friendly, staff]","[2, 3]"
150,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Suanne  KINASCHUK,Local Guide,everything i needed was there. help available when needed.,4 stars,4 months ago,https://www.google.com/maps/contrib/105174523648852880659/reviews?hl=en-CA,"[needed, needed]",[4]
151,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Annette  Harris,Local Guide,excellent customer service and great products.,5 stars,6 months ago,https://www.google.com/maps/contrib/113131593698730227280/reviews?hl=en-CA,"[customer, service, great, products]",[3]
152,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Martha  Morgan,Local Guide,always a great place to shop.,5 stars,5 months ago,https://www.google.com/maps/contrib/106455933731519007982/reviews?hl=en-CA,"[great, place, shop]",[3]
153,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Mike  Macleod,Local Guide,big store,4 stars,a month ago,https://www.google.com/maps/contrib/113448908445232196910/reviews?hl=en-CA,[store],[1]
154,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",tim  friesen,Local Guide,same old crappy tire. larger location with better selection of goods,4 stars,8 months ago,https://www.google.com/maps/contrib/107741399346970062375/reviews?hl=en-CA,"[tire, location, selection]",[4]
155,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Donnelly177,"",stood in line for parts for ten mins and was ignored by every employee behind the desk. finally gave up and left. not one employee there acknowledged my existence. terrible,1 star,7 months ago,https://www.google.com/maps/contrib/110080271060429552924/reviews?hl=en-CA,"[desk, terrible]",[]
156,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Linda  Mcguire,"",great store..,5 stars,3 months ago,https://www.google.com/maps/contrib/102748860121578842992/reviews?hl=en-CA,"[great, store]","[1, 3]"
157,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Rocky  Saad,Local Guide,my favourite shopping place. especially the bargain or sale item.,5 stars,8 months ago,https://www.google.com/maps/contrib/111451191893945562795/reviews?hl=en-CA,"[place, sale, item]",[3]
158,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",John  Elkin,Local Guide,its ok service needs some refining,3 stars,6 months ago,https://www.google.com/maps/contrib/117646118062624182576/reviews?hl=en-CA,[service],[3]
159,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Donald  Stelling,Local Guide,changed from 4 stars to 1 star due to mona george having employment there. sketchy,1 star,3 weeks ago,https://www.google.com/maps/contrib/117194617794028800199/reviews?hl=en-CA,[],[]
160,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",matthew  gabriel,"",always good deals,5 stars,3 months ago,https://www.google.com/maps/contrib/116679376960295432553/reviews?hl=en-CA,[good],[4]
161,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Jonah  Monaghan,Local Guide,confusing layout and employees were hard to find. once i found an employee they gave me the wrong aisle number (they did come find me to correct their mistake hence 3 stars instead of 2).,3 stars,10 months ago,https://www.google.com/maps/contrib/107379169092123155425/reviews?hl=en-CA,"[employees, hard, find, found, find]",[2]
162,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Clarissa  Lafonte,Local Guide,none of the teenagers today seem to have any ethics in customer service. it is disheartening.,2 stars,5 months ago,https://www.google.com/maps/contrib/107235218297217694447/reviews?hl=en-CA,"[customer, service]",[3]
163,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Wyatt  Thompson,Local Guide,always shop here when they have the good sales on and enjoy the canadian tire money. it's easy to get money back when they have there 20x sales. staff is helpful to find stuff quickly and store layout is good. one of the larger stores in the area.,5 stars,a year ago,https://www.google.com/maps/contrib/110737003309214910633/reviews?hl=en-CA,"[shop, good, sales, canadian, tire, back, sales, staff, helpful, find, store, good, stores]","[4, 2, 1]"
164,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Jason  Perry,Local Guide,"i hate having to go here, sure they have all kinds of things, but find someone who knows the answer to your question, or just find someone, impossible.",2 stars,6 months ago,https://www.google.com/maps/contrib/112174847498581086778/reviews?hl=en-CA,"[things, find, find]",[2]
165,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Enika  Devine,Local Guide,big store. good selection,4 stars,9 months ago,https://www.google.com/maps/contrib/102115995240648901706/reviews?hl=en-CA,"[store, good, selection]","[1, 4]"
166,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",D  M,"",auto service desk is ridiculous.,1 star,3 months ago,https://www.google.com/maps/contrib/113165620318005627218/reviews?hl=en-CA,"[auto, service, desk]","[3, 1]"
167,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",lisa  guest,"",sold out of everything i was lookin for,2 stars,5 months ago,https://www.google.com/maps/contrib/103355606134129589251/reviews?hl=en-CA,[],[]
168,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Gary  Sitton,Local Guide,had what i went there for.,5 stars,3 months ago,https://www.google.com/maps/contrib/111470014886564171438/reviews?hl=en-CA,[],[]
169,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Donna  Langlois,Local Guide,great service! took my car in on short notice..flat tire explained issue & fixed promptly! service staff is pleasant & professional,5 stars,a year ago,https://www.google.com/maps/contrib/112401013439199446958/reviews?hl=en-CA,"[great, service, tire, service, staff]","[3, 4, 2]"
170,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Vanessa  Hollands,Local Guide,good prices....lots of parking...,4 stars,9 months ago,https://www.google.com/maps/contrib/112252907795770644549/reviews?hl=en-CA,[good],[4]
171,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",CostaneFTW1,Local Guide,average experience. if you call the auto line be ready to be on hold.,3 stars,5 months ago,https://www.google.com/maps/contrib/106638819010195942012/reviews?hl=en-CA,"[experience, auto]",[1]
172,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Stephen  C,Local Guide,best place to shop. always has everything you need.,4 stars,10 months ago,https://www.google.com/maps/contrib/118025622172398978827/reviews?hl=en-CA,"[place, shop]",[3]
173,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Vincent  Hill,Local Guide,staff can be unhelpful,3 stars,2 weeks ago,https://www.google.com/maps/contrib/104719537597932294342/reviews?hl=en-CA,[staff],[2]
174,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Brandon  Coppes,Local Guide,lazy and unhelpful auto parts department.,3 stars,4 months ago,https://www.google.com/maps/contrib/113166907044187377287/reviews?hl=en-CA,"[auto, department]",[1]
175,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Deb  Welsby,Local Guide,when using the auto services i made a mistake. i had a car certified as i was in a hurry and it was cheaper than a mechanic i called. well there's a reason. they add on stuff you do not need. they wouldn't certify it without wiper (my …,2 stars,a year ago,https://www.google.com/maps/contrib/111508769504101411236/reviews?hl=en-CA,[auto],[1]
176,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",marlondo  murray,Local Guide,nice shore open late on saturday,4 stars,6 months ago,https://www.google.com/maps/contrib/105500962217354037625/reviews?hl=en-CA,[],[]
177,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",John  Ellin,Local Guide,it's a big canadian tyre store. what more can anyone say?,5 stars,7 months ago,https://www.google.com/maps/contrib/118039415441316313870/reviews?hl=en-CA,"[canadian, store]","[1, 4]"
178,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Lindsay  Plas,"",went to have cars oil changed and tires changed. service was great friendly. but these 2 workers on the desk are over worked. 2 people responsible for checking in service customers answering phones and walking customers looking for …,2 stars,10 months ago,https://www.google.com/maps/contrib/103592835947439491367/reviews?hl=en-CA,"[tires, service, great, friendly, desk, people, service, customers, customers]",[3]
179,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Flip  M,Local Guide,great place to find a little bit of everything you need!,4 stars,10 months ago,https://www.google.com/maps/contrib/102289374759490116104/reviews?hl=en-CA,"[great, place, find]","[3, 2]"
180,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Jeff  Evans,"",lousy every time i go to this store for one thing or another i come away dusapointed and aggravated regretting ever making the the trip,1 star,5 months ago,https://www.google.com/maps/contrib/105086992247772186058/reviews?hl=en-CA,"[time, store]","[1, 2]"
181,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Deb  Pelham,Local Guide,it was good because they had pool noodles when i needed them. lol it saved my day.,4 stars,a year ago,https://www.google.com/maps/contrib/107900785141241762470/reviews?hl=en-CA,"[good, needed]",[4]
182,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",David  Saraiva,Local Guide,website is very good for telling you if a product is in stock and where to find it. staff help can be a challenge but the website more than makes up for it.,4 stars,10 months ago,https://www.google.com/maps/contrib/107911431370905393269/reviews?hl=en-CA,"[good, product, stock, find, staff]","[2, 1, 4]"
183,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Evie  Longboat,"",great people not really busy no reason to rush,5 stars,10 months ago,https://www.google.com/maps/contrib/102088409098212589927/reviews?hl=en-CA,"[great, people]",[3]
184,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",davinderpal  singh,"","never found any of items posted in flyers, worst place ever",1 star,10 months ago,https://www.google.com/maps/contrib/105540781972907227091/reviews?hl=en-CA,"[found, items, worst, place]","[3, 2]"
