GOOGLE_REVIEWS ID,Business Rating,Business Reviews,Source URL,Business Name,Author Name,Local Guide,Review Text,Review Rating,Review Date,Author URL,Topic Keywords,Topics
339,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",baljinder  kailey,"",staff very helpful.,4 stars,a year ago,https://www.google.com/maps/contrib/112622177682140579621/reviews?hl=en-CA,"[staff, helpful]","[2, 4]"
340,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Shane  Smith,"",worst canadian tire ever never have anything and they're a bunch of idiots,1 star,a year ago,https://www.google.com/maps/contrib/116185225001641528396/reviews?hl=en-CA,"[worst, canadian, tire]",[4]
341,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Scott  Jensen,Local Guide,"courteous staff, well organized, great location",4 stars,a year ago,https://www.google.com/maps/contrib/116920784388363848921/reviews?hl=en-CA,"[staff, great, location]","[2, 3]"
342,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Anita  Feltz,"",bought a woods plug in cooler and it's defective and was hassled about it for not bringing it back right away. was only a week. excuse me i haul stuff to and from both countries so am unable to get things returned the next day. geeze,2 stars,a year ago,https://www.google.com/maps/contrib/114638306396115288495/reviews?hl=en-CA,"[bought, back, things]",[]
343,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",anthony  long,"","oct 19, 2015 - called in to find out if and what types of car seat covers they had (before i came in), only to have the phone ring for a long time before someone picked up and hung up. happened twice. rude. if you don't want business, close your store already!",1 star,3 years ago,https://www.google.com/maps/contrib/115582736699109552229/reviews?hl=en-CA,"[find, time, rude, store]","[2, 1]"
344,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Luis  Caceres,"",good prices,4 stars,10 months ago,https://www.google.com/maps/contrib/111094978042154164132/reviews?hl=en-CA,"[good, prices]",[4]
345,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Annie  Dawkins,Local Guide,good service,4 stars,10 months ago,https://www.google.com/maps/contrib/112380480303869625666/reviews?hl=en-CA,"[good, service]","[3, 4]"
346,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Jonathan  Weaver,Local Guide,product was on sale and in stock,3 stars,8 months ago,https://www.google.com/maps/contrib/113458784665329517929/reviews?hl=en-CA,"[product, sale, stock]",[1]
347,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Drew  D,"","terrible service, especially in automotive. the auto manager terry is a complete sheister. your car will leave with more problems then it came in with. i had to scrap my car after terry had his incompetent, idiotic employees work on my …",1 star,3 years ago,https://www.google.com/maps/contrib/106599212918666476282/reviews?hl=en-CA,"[terrible, service, automotive, auto, manager, employees, work]","[3, 1]"
348,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Almaguin  Highlands,"","i had called the waterdown & had no problem getting what i needed they were really helpful, as was the ancaster store. then i went to the brantford store and i asked for 16 gauge ammo and they c.u.next.tuesday who runs the sports & rec …",1 star,2 years ago,https://www.google.com/maps/contrib/114738563625651470047/reviews?hl=en-CA,"[needed, helpful, store, brantford, store, asked]","[1, 4, 2]"
349,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Bonnie  Buchanan,Local Guide,it was ok,3 stars,9 months ago,https://www.google.com/maps/contrib/109054656076324865938/reviews?hl=en-CA,[],[]
350,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Fluffyskat,"",very slow customer service for items locked up in tools.,3 stars,a year ago,https://www.google.com/maps/contrib/116310656220144816778/reviews?hl=en-CA,"[customer, service, items]","[3, 2]"
351,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Airick  5150,Local Guide,"good pricing, wish they had their inventory better when things go on sale. but all things considered i usually find what i want at a decent price",4 stars,3 years ago,https://www.google.com/maps/contrib/107448545058308612833/reviews?hl=en-CA,"[good, things, sale, things, find, price]","[2, 4, 1]"
352,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Alexis  Dallaire,Local Guide,actually got help in seconds!,5 stars,a year ago,https://www.google.com/maps/contrib/107913542087616130190/reviews?hl=en-CA,[],[]
353,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Rita  Claire,Local Guide,nice,5 stars,6 months ago,https://www.google.com/maps/contrib/115405568178034062737/reviews?hl=en-CA,[],[]
354,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Rob  Bannerman,Local Guide,good store,4 stars,a year ago,https://www.google.com/maps/contrib/115990344024165263621/reviews?hl=en-CA,"[good, store]","[1, 4]"
355,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Elvira  Angelica  Villalta,"",nice,5 stars,7 months ago,https://www.google.com/maps/contrib/106903152449574812820/reviews?hl=en-CA,[],[]
356,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Mike  H,"","started my car in parking lot after getting some work done at their shop. when i started it the muffler fell off, right there and then in the parking lot. hmmm, funny how that works.",1 star,a year ago,https://www.google.com/maps/contrib/104032130412250968142/reviews?hl=en-CA,"[work, shop]",[]
357,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Wasim  Bari,"",very very very bad they don't listen specially in automotive staff is very very rude don't want to go this shop,1 star,2 years ago,https://www.google.com/maps/contrib/109812060227834409283/reviews?hl=en-CA,"[automotive, staff, rude, shop]",[2]
358,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Pauline  Morris,"",wouldn't shop there again waited and waited for sales help when i finally found someone they did not have a clue about the product 15 minutes of my time wasted brantford,1 star,a year ago,https://www.google.com/maps/contrib/111142094042906787050/reviews?hl=en-CA,"[shop, sales, found, product, minutes, time, brantford]","[2, 1]"
359,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",April  K,"",excellent,5 stars,7 months ago,https://www.google.com/maps/contrib/110029637125246463490/reviews?hl=en-CA,[],[]
360,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Scott  MacLean,Local Guide,ok,1 star,10 months ago,https://www.google.com/maps/contrib/109442546995116362947/reviews?hl=en-CA,[],[]
361,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Travis  Marr,"","this is a horrible canadian tire, i usually love canadian tires. this one has no customer service and horribly over charges for anything to do with a vehicle. this store even went as far as to try and double charge me on a code check on …",1 star,5 years ago,https://www.google.com/maps/contrib/105665377459635507150/reviews?hl=en-CA,"[canadian, tire, canadian, tires, customer, service, store, check]","[4, 3, 1]"
362,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",John  Smith,"",poor customer service,1 star,11 months ago,https://www.google.com/maps/contrib/114576689340924043719/reviews?hl=en-CA,"[poor, customer, service]",[3]
363,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Pierre  Guay,"",hard to find help,3 stars,9 months ago,https://www.google.com/maps/contrib/104397090074588596047/reviews?hl=en-CA,"[hard, find]",[2]
364,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Mark  Bailey,"",staff is friendly and helpful,4 stars,a year ago,https://www.google.com/maps/contrib/112374909476015027329/reviews?hl=en-CA,"[staff, friendly, helpful]","[2, 4, 3]"
365,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Corey  Bennett,Local Guide,sale items are always difficult to locate.,3 stars,a year ago,https://www.google.com/maps/contrib/100605202383466205585/reviews?hl=en-CA,"[sale, items]",[2]
366,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Amanda  Spinney,"","if i could rate it no stars i would. this place is horrible. after wasting 1/2 hour of my time saying they had a tool in stock, turns out their system was wrong. their mechanic told me to use a c-clamp and just compress my calipers. it …",1 star,3 years ago,https://www.google.com/maps/contrib/110800077380724019027/reviews?hl=en-CA,"[place, time, stock, told]","[1, 3, 2]"
367,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Nick  Hunsley,"",very rude staff will never go there again and never use there gas bar again,1 star,a year ago,https://www.google.com/maps/contrib/113392739635934702767/reviews?hl=en-CA,"[rude, staff]",[2]
368,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Marilyn  Monahan,Local Guide,very helpful staff,5 stars,a year ago,https://www.google.com/maps/contrib/117103538551350310485/reviews?hl=en-CA,"[helpful, staff]","[2, 4]"
369,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Heather  MacDonald,Local Guide,found most things but no one to help.,3 stars,a year ago,https://www.google.com/maps/contrib/103192553904852989621/reviews?hl=en-CA,"[found, things]",[]
370,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Norm  General,"",horrible always,1 star,9 months ago,https://www.google.com/maps/contrib/113253488642502272027/reviews?hl=en-CA,[],[]
371,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",TayCinema,Local Guide,amazing,4 stars,8 months ago,https://www.google.com/maps/contrib/115241834689836404501/reviews?hl=en-CA,[],[]
372,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Jamie  Tokarz,Local Guide,thought everything i wanted in the staff was friendly.,5 stars,6 months ago,https://www.google.com/maps/contrib/107571763435051399411/reviews?hl=en-CA,"[staff, friendly]","[2, 3]"
373,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Sedona  Ritchie,Local Guide,i love it here.,5 stars,2 years ago,https://www.google.com/maps/contrib/108494143439714266881/reviews?hl=en-CA,[],[]
374,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Zak  Bean,"","kinda stinks, must not use fruity febreeze",1 star,a year ago,https://www.google.com/maps/contrib/106792126560266705391/reviews?hl=en-CA,[],[]
375,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",james  plas,Local Guide,awesome,5 stars,10 months ago,https://www.google.com/maps/contrib/116034319357363202102/reviews?hl=en-CA,[],[]
376,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Bobby  Jack,"",this is the worse canadian tire i have ever stepped foot in. they have horrible customer service skills and never have anything in stock! unfortunately this is the only canadian tire in the area! i avoid it if i can!,1 star,5 years ago,https://www.google.com/maps/contrib/116791426870541423745/reviews?hl=en-CA,"[canadian, tire, customer, service, stock, canadian, tire]","[4, 3, 1]"
377,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",James  McAlister,Local Guide,the usual canadian tire,4 stars,8 months ago,https://www.google.com/maps/contrib/114486897370196531680/reviews?hl=en-CA,"[canadian, tire]",[4]
378,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Andrew  Hopkinson,"",tag was missing from product. took forever to get a price check. on first use the zipper broke.,3 stars,a year ago,https://www.google.com/maps/contrib/100473586967817797439/reviews?hl=en-CA,"[product, price, check]",[1]
379,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Robert  Keller,"",good service,4 stars,a year ago,https://www.google.com/maps/contrib/104509843207299455896/reviews?hl=en-CA,"[good, service]","[3, 4]"
380,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Jessica  Kromhout,Local Guide,bad customer service and follow up.,1 star,a year ago,https://www.google.com/maps/contrib/111543351453531156794/reviews?hl=en-CA,"[customer, service]",[3]
381,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Bob  Yull,"",customer service at the sporting dept was the worst waiting more than 25 minutes for service the item i purchased had to go to customer service and wait another 25 minutes then to a check out and wait another 5 minutes all most an hour for one item worst ever,1 star,a year ago,https://www.google.com/maps/contrib/101985570746982632085/reviews?hl=en-CA,"[customer, service, worst, minutes, service, item, customer, service, minutes, check, minutes, item, worst]",[3]
382,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",RobloxIsAwesomeJustLikeMe,Local Guide,"slow, slow, slow!",4 stars,11 months ago,https://www.google.com/maps/contrib/106129523806907597985/reviews?hl=en-CA,[],[]
383,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Robert  Vasiliauskas,Local Guide,tools tools tools,5 stars,11 months ago,https://www.google.com/maps/contrib/102237988946606979689/reviews?hl=en-CA,[],[]
384,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",David  Rose,Local Guide,had a bad experience getting my car flushed and they cracked the radiator,3 stars,3 years ago,https://www.google.com/maps/contrib/110432312120503495817/reviews?hl=en-CA,[experience],[]
385,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",david  barry,"",was a good visit,4 stars,2 years ago,https://www.google.com/maps/contrib/101384332915319533714/reviews?hl=en-CA,[good],[4]
386,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Gavin  Davies,Local Guide,terrible customer service and never has the sale products,1 star,3 years ago,https://www.google.com/maps/contrib/107660699179757661087/reviews?hl=en-CA,"[terrible, customer, service, sale, products]",[3]
387,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Darik  Horn,Local Guide,this canadian tire refuses to give price or product information over the phone.,1 star,4 years ago,https://www.google.com/maps/contrib/114182557128528176623/reviews?hl=en-CA,"[canadian, tire, price, product]","[4, 1]"
388,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Anna  S,"",i'd say the service was horrible but that would be a lie because there was no service.,1 star,4 years ago,https://www.google.com/maps/contrib/115956025053743252080/reviews?hl=en-CA,"[service, service]",[3]
389,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Aaron  M.  MacWilliam,"","poor customer service. staff was sarcastic, and unhelpful.",1 star,4 years ago,https://www.google.com/maps/contrib/100933254119637114990/reviews?hl=en-CA,"[poor, customer, service, staff]","[3, 2]"
390,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",tauseef  malik,Local Guide,supportive staff!!!,5 stars,a year ago,https://www.google.com/maps/contrib/112472488888518955223/reviews?hl=en-CA,[staff],[2]
391,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Al  Cowie,"",they are slow to help....never have enough cashiers on.,3 stars,4 years ago,https://www.google.com/maps/contrib/106871241444562201476/reviews?hl=en-CA,[],[]
392,3.3,703 reviews,"https://www.google.ca/maps/place/Canadian+Tire/@43.1718328,-80.2474798,17z/data=!3m1!4b1!4m10!1m2!2m1!1scanadian+tire!3m6!1s0x882c65baad6f5e09:0x2b32377dd4265875!8m2!3d43.1718289!4d-80.2452911!9m1!1b1","Canadian Tire - Brantford, ON",Glen  Hannah,"",ok,4 stars,a year ago,https://www.google.com/maps/contrib/101257288512032521034/reviews?hl=en-CA,[],[]
